대분류코드,대분류명,소분류코드,소분류명,백문일련번호,주제,질문,답변,원문링크
97,복지,405,노인학대,5889,노인학대 분류 및 현황,노인학대는 주로 어디에서 어떤 형태로 발생하나요?,"노인학대는 주로 가정 또는 시설에서 신체적·정서적 학대 형태로 발생하고 있습니다. 발생하는 공간에 따라 가정학대 외에도 최근 복지시설에서 시설관련 종사자 등에 의해 발생하는 시설학대도 증가하고 있으며, 학대의 대부분은 신체적·정서적 학대 형태로 나타나고 있습니다.
◇
노인학대 발생공간에 따른 분류
☞ 노인학대 발생공간에 따라
가정학대
(노인과 동일가구에서 생활하고 있는 노인의 가족구성원인 배우자, 성인자녀뿐만 아니라 노인과 동일가구에서 생활하지 않는 부양 의무자 등 그 밖의 친족에 의한 학대, 학대발생장소가 노인복지생활시설이라도 학대 행위자가 가족 구성원인 경우에도 가정학대로 분류),
시설학대
(노인에게 비용(무료포함)을 받고 제공하는 요양원 및 양로원 등의 시설에서 발생하는 학대로서 시설관련 종사자 등에 의해서 발생하는 학대),
기타
(가정 및 시설 외의 공간 및 기타 학대행위자에 의해 발생하는 학대)로 분류할 수 있습니다.
◇
노인학대 형태적 분류
☞ 2020년 노인학대 현황 보고서(보건복지부 2021. 6. 15. 발행)에 따르면 노인보호전문기관이 접수한 노인학대 신고 건수는 1만 6973건으로 2019년(1만 6071건) 대비 5.6% 증가했으며, 발생 장소는 가정(88.0%), 생활시설(8.3%), 이용시설(1.5%), 병원(0.6%) 순이었고 학대유형은 정서적(42.7%), 신체적(40.0%), 방임(7.8%), 경제적 학대(4.4%) 순으로 나타났습니다.
☞ 노인학대는 신체적, 정서적, 성적, 경제적, 방임, 유기 형태로 분류됩니다.
[표]
구분 | 내용
신체적 학대 | 물리적 힘 또는 도구를 이용하여 노인에게 신체적 혹은 정신적 손상, 고통, 장애 등을 유발시키는 행위
정서적 학대 | 비난, 모욕, 위협 등의 언어 및 비언어적 행위를 통하여 노인에게 정서적으로 고통을 유발시키는 행위
성적 학대 | 성적수치심 유발행위 및 성폭력(성희롱, 성추행, 강간) 등의 노인의 의사에 반하여 강제적으로 행하는 모든 성적 행위
경제적 학대 | 노인의 의사에 반(反)하여 노인으로부터 재산 또는 권리를 빼앗는 경제적 착취, 노인 재산에 관한 법률 권리 위반 등 경제적 권리와 관련된 의사결정에서 통제하는 행위
방임(放任) | 부양의무자로서의 책임이나 의무를 거부, 불이행 혹은 포기하여 노인의 의식주 및 의료를 적절하게 제공하지 않는 행위(필요한 생활비, 치료, 의식주를 제공하지 않는 행위)
유기(遺棄) | 보호자 또는 부양의무자가 노인을 버리는 행위
[표 끝]",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=1&cciNo=2&cnpClsNo=1
97,복지,405,노인학대,5893,노인학대 신고 이후 절차,노인학대를 신고하면 이후 절차는 어떻게 진행되나요?,"노인학대 신고시 접수 후 현장조사를 합니다. 노인학대 여부를 조사해 학대로 판단되면 이후 노인전문보호기관의 상담, 법률, 의료서비스 연계 및 쉼터입소 등의 보호서비스를 받을 수 있습니다. 학대노인의 안전 확인 이후 노인학대 재발방지를 위해 상담, 교육, 심리치료 등을 지역노인보호전문기관을 통해 지원 받습니다.
◇
노인학대 신고 진행절차
☞ ① 노인학대 신고(1577-1389 또는 노인학대 신고앱) → ② 신고접수(학대피해노인의 이름, 주소, 연락처, 학대상황 등 파악) → ③ 현장조사(학대피해노인 및 학대행위자를 만나 구체적인 상황과 정보 수집) → ④ 학대여부 판단(지역노인학대사례판정위원회 노인학대 여부 판정 및 서비스 계획 수립) → ⑤ 서비스 제공(계획에 따라 상담, 법률, 의료서비스 연계 및 쉼터입소 등의 보호서비스 제공) → ⑥ 평가 및 종결(학대피해노인 안전 확인 후 종결) → ⑦ 사후관리(노인학대 재발방지) 절차로 진행됩니다.
☞
현장조사 및 노인학대 여부 판단
·피해자(건강상태, 경제상태, 성격상태, 학대사실여부), 학대행위자(건강상태, 경제상태, 성격상태, 학대사실여부), 가족(가족갈등, 부양 스트레스)에 대해 조사를 합니다.
·현장조사 및 학대 여부를 종합적으로 판단하여 응급사례(현재 발생중인 경우, 즉각적인 의료조치가 필요한 경우, 생명이 위험한 경우), 비응급사례(피해자 안전이 확보된 경우, 피해가 경미한 경우), 잠재사례(현재 학대는 발생하고 있지 않지만 학대위험이 내포되어 있는 경우) 및 일반사례(학대 및 학대 위험 요소가 없는 경우)로 구분합니다.
☞ 재발방지 확인 및 노력
·노인보호전문기관의 장은 노인학대가 종료된 후에도 가정방문, 시설방문, 전화상담 등을 통하여 노인학대의 재발 여부를 확인하여야 하고, 노인학대의 재발 방지를 위하여 필요하다고 인정하는 경우 피해노인 및 보호자를 포함한 피해노인의 가족에게 상담, 교육 및 의료적·심리적 치료 등의 지원을 해야 합니다.
·정당한 사유 없이 노인보호전문기관의 업무 수행(가정방문, 시설방문, 전화상담, 교육 및 의료적·심리적 치료 등)을 거부하거나 방해한 피해노인의 보호자·가족은 300만원 이하의 과태료를 부과 받습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=3&cciNo=1&cnpClsNo=2
97,복지,405,노인학대,5895,노인보호전문기관 설치ㆍ운영,노인학대를 당했을 때 도움을 받을 수 있는 곳이 있나요?,"누구든지 노인학대를 알게 된 때에는 노인보호전문기관 또는 수사기관에 신고해 도움을 요청할 수 있습니다. 특히 지역노인보호전문기관은 특별시·광역시·도·특별자치도(현재 37곳)에 설치되어 있어 국번없이 1577-1389 또는 관할 직통번호로 신고할 수 있습니다.
지역노인보호전문기관을 통해 상담, 법률 지원, 의료기관 치료 의뢰 및 노인복지시설 입소 의뢰 등의 도움을 받을 수 있습니다.
◇
노인보호전문기관 구성
☞ 노인보호전문기관은 노인학대를 예방하기 위하여 중앙노인보호전문기관 및 노인의 발견·보호·치료 등을 신속히 처리하고 노인학대를 예방하기 위한 지역노인보호전문기관으로 구성되어 있습니다.
☞ 노인보호전문기관(국번없이 ☎1577-1389)으로 노인학대를 신고하는 경우, 신고자의 관할 지역노인보호전문기관으로 연결됩니다. 따라서 학대피해노인의 거주지를 확인하여 해당지역을 관할하는 노인보호전문기관 직통번호로 신고하는 것이 적합합니다.
◇
노인보호전문기관 현황
☞ 현재 중앙노인보호전문기관(1개)과 지역노인보호전문기관(37개)으로 구성된 전국노인보호전문기관의 자세한 주소 및 전화번호는  <
중앙노인보호전문기관(http://noinboho1389.or.kr
), 기관소개-전국노인보호전문기관현황>에서 확인할 수 있습니다.
◇
지역노인보호전문기관 제공 서비스
☞ 지역노인보호전문기관은 학대신고 전화의 운영 및 사례접수, 노인학대 의심사례에 대한 현장조사, 피해노인 및 노인학대자에 대한 상담, 피해노인에 대한 법률 지원의 요청, 피해노인의 의료기관 치료의뢰 및 노인복지시설 입소의뢰, 피해노인 가족 관련자와 관련 기관에 대한 상담, 노인학대행위자를 대상으로 한 재발방지 교육, 노인학대 예방을 위한 홍보 등의 업무를 수행하고 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=4&cciNo=1&cnpClsNo=1
97,복지,405,노인학대,5896,학대피해노인 전용쉼터 설치ㆍ운영,노인학대 피해자가 가해자와 분리되어 안전하게 보호받을 수 있는 곳이 있나요?,"노인보호전문기관은 노인학대로 인하여 피해를 입은 노인을 학대 행위자와 분리하고 일정기간보호하고 심신 치유 프로그램을 제공하기 위하여 학대피해노인 전용쉼터를 설치·운영하고 있습니다. 쉼터의 보호가 필요하다고 인정되면 최대 4개월(재입소하는 경우 포함해 연간 총 6개월 이내)동안 입소할 수 있습니다.
◇
쉼터 입소대상자
☞ 노인보호전문기관은 노인학대로 인하여 피해를 입은 노인을 학대 행위자와 분리하고 일정기간 보호하고 심신 치유 프로그램을 제공하기 위하여 학대피해노인 전용쉼터(이하 “쉼터”라 함)를 설치·운영하고 있습니다.
☞ 쉼터의 입소 대상은 다음의 어느 하나에 해당하는 경우로서 지역노인보호전문기관의 장이 쉼터에의 입소가 필요하다고 인정하는 사람으로 합니다.
1. 학대피해노인이 입소를 희망하는 경우
2. 지역노인보호전문기관의 장의 입소 요청에 학대피해노인이 동의(학대피해노인의 의사능력이 불완전하여 노인학대행위자가 아닌 학대피해노인의 보호자 또는 후견인이 입소에 동의하는 경우를 포함)하는 경우
◇
쉼터 입소 보호기간
☞ 쉼터의 입소기간은 4개월 이내로 합니다. 다만, 재입소하는 경우를 포함하여 연간 총 입소기간은 6개월 이내로 합니다.
☞ 지역노인보호전문기관의 장은 학대재발의 우려 등으로 학대피해노인의 재입소가 필요하다고 인정하는 경우에는 학대피해노인의 동의 및 특별시장·광역시장·도지사·특별자치시장·특별자치도지사의 승인을 받아 해당 학대피해노인을 재입소 시킬 수 있습니다.
◇
쉼터 서비스 절차 및 내용
☞ 쉼터의 서비스는 노인학대사례 발생 및 쉼터 입소 의뢰 → 입소대상자 결정 → 입소 결정 및 안내 → 건강진단 → 입소 → 입소자관리카드 작성 → 서비스(프로그램 등) 제공 → 학대피해노인 및 보호자 퇴소 상담 순으로 진행됩니다.
☞ 쉼터에서 제공되는 서비스 내용은 학대피해노인의 보호와 숙식제공 등의 쉼터생활 지원, 전문상담 및 심리치유프로그램 제공, 사회성향상훈련, 여가생활지도, 법률적 자문을 위한 협조 및 지원 요청, 기본적인 의료비 지원 등을 제공하고 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=4&cciNo=1&cnpClsNo=2
97,복지,405,노인학대,5888,노인학대 의미 및 관련 범죄,노인학대의 의미와 관련 범죄 및 처벌은 어떻게 되나요?,"노인학대는 65세 이상의 사람에게 신체적·정신적·정서적·성적 폭력 및 경제적 착취 또는 가혹행위를 하거나 유기 또는 방임하는 것을 말하며, 노인학대 관련 대표적인 범죄로는 상해와 폭행죄, 유기와 학대죄 등이 있습니다.
◇
노인학대 의미
☞ “노인학대”란 노인에 대하여 신체적·정신적·정서적·성적 폭력 및 경제적 착취 또는 가혹행위를 하거나 유기 또는 방임하는 것을 말합니다.
◇
노인학대 관련 범죄
☞ 보호자에 의한 65세 이상 노인에 대한 노인학대로서 상해죄, 폭행죄, 유기죄, 학대죄 및 협박죄 및 강간죄 등(「노인복지법」 제1조의2제5호)에 해당되는 죄를 말합니다.
·“보호자”란 부양의무자 또는 업무·고용 등의 관계로 사실상 노인을 보호하는 사람을 말합니다.
◇
노인학대 관련 범죄 및 처벌
☞ “노인학대행위자”란 노인에 대하여 다음 어느 하나에 해당하는 행위 및 그 외 학대 행위 사실이 의심되어 노인보호전문기관에 신고·접수되어 학대행위자로 판정된 사람을 말하며, 노인학대를 할 경우 해당 벌칙은 다음과 같습니다.
[표]
구분 | 벌칙
노인을 위하여 증여 또는 급여된 금품을 그 목적외의 용도에 사용하는 행위 | 3년 이하의 징역 또는 3천만원 이하의 벌금
노인의 신체에 폭행을 가하는 행위 | 5년 이하의 징역 또는 5천만원 이하의 벌금
노인에게 성적 수치심을 주는 성폭행·성희롱 등의 행위
자신의 보호·감독을 받는 노인을 유기하거나 의식주를 포함한 기본적 보호 및 치료를 소홀히 하는 방임행위
폭언, 협박, 위협 등으로 노인의 정신건강에 해를 끼치는 정서적 학대행위
노인에게 구걸을 하게 하거나 노인을 이용하여 구걸하는 행위
노인의 신체에 상해를 입히는 행위 | 7년 이하의 징역 또는 7천만원 이하의 벌금
[표 끝]",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=1&cciNo=1&cnpClsNo=1
97,복지,405,노인학대,5890,노인학대 방임 유형 및 처벌,식사나 목욕 같은 기본적인 돌봄을 제공하지 않는 경우도 노인학대에 해당하나요?,"의·식·주 등 일상생활 관련 보호를 제공받지 못하고 의료적 처치 또한 장기간 소홀히 한 점을 보면 노인학대 유형 중 방임에 해당하여 노인학대에 해당할 수 있습니다. 노인보호전문기관(☎1577-1389)에 신고하여 도움을 받으세요.
이처럼 노인에게 기본적 보호 및 치료를 소홀히 하는 방임 행위를 한 노인학대행위자는 5년 이하의 징역 또는 5천만원 이하의 벌금에 처해지며, 정당한 사유가 없으면 노인보호전문기관의 장이 제공하는 상담·교육 및 심리적 치료 등을 받아야 하며, 노인관련 기관에 취업 또는 노무를 제공할 수 없는 취업제한명령을 받습니다.
◇
방임
(
放任
)
유형
☞ 누구든지 노인(65세 이상의 사람)에 대해 자신의 보호·감독을 받는 노인을 유기하거나 의식주를 포함한 기본적 보호 및 치료를 소홀히 하는 방임행위를 하여서는 안 됩니다.
☞ 거동이 불편한 노인의 일상생활 관련 보호를 제공하지 않거나 경제적·의료적 보호를 제공하지 않는 행위가 대표적인 방임에 해당합니다.
[표]
구분 | 내용
거동이 불편한 노인의 의·식·주등 일상생활 관련 보호를 제공하지 않습니다. | √ 스스로 식사하기 힘든 노인을 방치합니다. √ 스스로 배변처리가 어려운 노인을 방치합니다. √ 노인 스스로 청결유지(목욕, 빨래 등) 또는 환경관리(청소 등)가 불가능함에도 불구하고 이를 방치합니다. √ 심각한 질환(치매 등)이 있는 노인을 홀로 거주하게 합니다. √ 노인에게 안정된 주거공간을 제공하지 않고 떠돌게 합니다. √ 노인이 부적절한 주거공간(컨테이너 등)에 거주하는 것을 방치합니다.
경제적 능력이 없는 노인의 생존을 위한 경제적인 보호를 제공하지 않습니다. | √ 경제적 능력이 없는 노인의 기본적 생존을 위한 생활비를 지원 하지 않거나 중단합니다. √ 경제적 능력이 없는 노인의 생활관련 업무(세금 및 각종 요금납부)를 방치합니다. √ 경제적 능력이 없는 노인의 사회적 활동(용돈, 종교 활동비, 경조사비 등)을 위한 경제적 지원을 제공하지 않습니다.
의료 관련 욕구가 있는 노인에게 의료적 보호를 제공하지 않습니다. | √ 노인에게 필요한 보장구(틀니, 보청기, 돋보기, 지팡이, 휠체어 등)를 제공하지 않습니다. √ 노인에게 필요한 의료적 처치를 제공하지 않거나 거부·방해하거나 혹은 소홀히 합니다. √ 질병으로 인해 거동이 불편한 노인의 간병을 소홀히 합니다(악취, 욕창, 염증 등 발생).
[표 끝]
◇
노인학대행위자에 대한 처벌
☞ 노인에게 방임 행위를 한 자는 5년 이하의 징역 또는 5천만원 이하의 벌금에 처해집니다. 또한, 노인학대 관련 범죄로 형 또는 치료감호 선고를 받는 경우 노인관련기관에 취업 또는 사실상 노무를 제공할 수 없도록 하는 10년을 초과하지 않는 범위에서 취업제한명령을 받습니다.
☞ 노인보호전문기관의 장이 상담·교육 및 심리적 치료 등을 제공하는 경우에는 정당한 사유가 없으면 상담·교육 및 심리적 치료 등을 받아야 하고, 정당한 사유 없이 상담·교육 및 심리적 치료 등을 받지 아니한 노인학대행위자는 300만원 이하의 과태료를 부과 받습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=2&cciNo=1&cnpClsNo=5
97,복지,405,노인학대,5894,노인학대 예방 관련 교육,장기요양기관은 노인학대 예방 교육을 어떤 내용으로 어떻게 실시해야 하나요?,"장기요양기관은 장기요양급여를 제공하는 기관으로 장기요양기관의 장은 노인학대예방 및 신고의무 교육과 인권교육을 실시해야 합니다.
우선 해당 소속 노인학대 신고의무자에게 1시간 이상, 집합 교육 또는 인터넷 강의 등을 활용하여 노인학대 예방 및 신고의무에 관한 법령, 노인학대 발견 시 신고 요령, 피해노인 보호 절차 사항이 포함된 노인학대예방 및 신고의무에 관한 교육을 실시하고 그 결과를 복지부장관에게 제출해야 할 의무가 있습니다.
또한, 노인의 인권과 관련된 법령·제도 및 국내외 동향, 노인복지시설에서 발생하는 인권침해 사례 및 노인복지시설에서 인권침해가 발생했을 경우의 신고 요령 및 절차에 대한 내용이 포함된 인권교육을 매년 4시간 이상(인터넷 교육의 경우 6시간 이상) 받아야 합니다.
◇
노인학대예방 및 신고의무에 관한 교육
☞ 노인학대 신고의무자가 소속된 노인복지시설, 요양병원, 종합병원 및 장기요양기관의 장은 소속 노인학대 신고의무자에게 노인학대예방 및 신고의무에 관한 교육을 실시해야 합니다.
☞ 노인학대 예방 교육은 노인학대 예방 및 신고의무에 관한 법령, 노인학대 발견 시 신고 요령, 피해노인 보호 절차 사항이 포함되어야 합니다.
☞ 노인학대 예방 교육은 1시간 이상이어야 하고, 집합 교육 또는 인터넷 강의 등을 활용하여 할 수 있습니다.
☞노인학대신고의무자 학대신고의무교육은
한국보건복지인재원
(https://in.kohi.or.kr)
에서 신청 및 수강 가능합니다.
◇
인권 교육
☞ 또한, 노인복지시설(경로당 및 노인교실을 제외)을 설치·운영하는 자와 그 종사자는 대면 교육 또는 인터넷 교육을 통해 매년 4시간 이상의 인권에 관한 교육을 받아야 합니다.
☞ 인권교육은 노인의 인권과 관련된 법령·제도 및 국내외 동향, 노인복지시설에서 발생하는 인권침해 사례 및 노인복지시설에서 인권침해가 발생했을 경우의 신고 요령 및 절차에 대한 내용이 포함되어야 합니다.
☞ 인권교육은 가급적 대면 교육으로 진행하며, 인터넷 교육(인권교육기관의 사이버교육센터를 활용)으로 대체할 수 있습니다.
☞노인인권교육 안내 및 노인인권교육 신청에 대한 자세한 사항은
노인인권 집합교육신청 플랫폼
(https://noinedu.or.kr)
에서 확인할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=3&cciNo=2&cnpClsNo=1
97,복지,405,노인학대,5887,노인인권 및 노인복지의 기본이념,노인은 법적으로 어떤 보호를 받을 수 있나요?,"모든 국민은 「헌법」상 인간다운 생활을 할 권리를 가지며, 국가는 노인의 복지향상을 위한 정책을 실시할 의무를 가지고 있습니다. 또한 「노인복지법」에 따라 노인은 후손 양육과 사회발전에 기여한 자로서 존경받으며 건전하고 안정된 생활을, 그 능력에 따라 적당한 일에 종사하고 사회적 활동에 참여할 기회를 보장받습니다.
◇ 「
헌법
」
상 보장받는 노인인권
☞ 모든 국민은 인간다운 생활을 할 권리를 가지며, 국가는 노인의 복지향상을 위한 정책을 실시할 의무를 가지고 있습니다.
☞ “노인”이란 노인복지의 대상이 되는 노인은 일반적으로 65세 이상 되는 사람을 말하며, 누구든지 65세 이상의 사람에 대한 노인학대 행위를 금지하고 있습니다.
☞ “노인인권”이란 유엔총회(1991. 12. 16.)에서 채택된 “노인을 위한 유엔원칙”으로 독립(Independence), 참여(Participation), 보호(Care), 자아실현(Self-fulfillment), 존엄(Dignity) 등이 있습니다. 즉, 노인의 존엄, 신념, 욕구와 사생활을 존중받으며 보호되고, 노인 스스로 존엄성을 지킬 수 있고, 안전하게 살 수 있으며 착취와 학대의 대상이 되어서는 안 되는 것을 말합니다.
◇
노인복지의 기본이념
☞ 노인은 후손의 양육과 국가 및 사회의 발전에 기여하여 온 자로서 존경받으며 건전하고 안정된 생활을, 그 능력에 따라 적당한 일에 종사하고 사회적 활동에 참여할 기회를 보장받습니다.
◇
노인학대예방 관련 날
☞ 노인에 대한 사회적 관심과 공경의식을 높이기 위하여 매년 10월 2일을 노인의 날로, 매년 10월을 경로의 달로 합니다.
☞ 노인학대에 대한 인식을 높이고 관심을 유도하기 위하여 매년 6월 15일을 노인학대예방의 날로 지정하고, 보건복지부는 노인학대예방의 날의 취지에 맞는 행사와 홍보를 실시하고 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=1&cciNo=1&cnpClsNo=1
97,복지,405,노인학대,5892,노인학대 신고의무자의 신고의무,노인학대 신고의무자는 학대 의심 시 반드시 신고해야 하나요?,"노인복지시설에서 일하는 직원은 노인학대 신고의무자로 정하고 있습니다. 이처럼 노인학대 신고의무자는 노인학대를 발견하면 반드시 신고를 해야 하고 만약, 노인학대를 알고도 신고하지 않으면 500만원 이하의 과태료를 부과 받습니다.
◇
노인학대 신고자
☞ 누구든지 노인학대를 알게 된 때에는 노인보호전문기관(중앙노인보호전문기관과 지역노인보호전문기관) 또는 수사기관에 신고할 수 있습니다.
◇
노인학대 신고의무자
☞ 의료기관에서 의료업을 행하는 의료인 및 의료기관의 장, 노인복지시설의 장과 그 종사자, 의료기관에 종사하는 간호조무사 및 사회복지사, 노인복지상담원, 사회복지전담공무원, 장기요양기관의 장과 그 종사자, 응급구조사 등(노인복지법」 제39조의6제2항)과 같이 직무를 수행하는 과정에서 발견하기가 용이한 사람들은 직무상 65세 이상의 사람에 대한 노인학대를 알게 된 때에는 즉시 신고를 해야 하는 신고의무자로 정하고 있습니다. 그 직무상 노인학대를 알게 된 때에는 즉시 노인보호전문기관 또는 수사기관에 신고해야 합니다.
☞ 노인 학대 위험이 의심될 경우
1. 신속히 노인보호전문기관(☎1577-1389) 또는 수사기관(☎112) 등에 상담·신고합니다.
2. 노인학대 사례 의뢰 시, 학대사례와 관련된 정보를 구두 또는 문서로 전달합니다.
3. 신고한 학대사례에 대한 응급조치와 안전조치가 요구되는 경우 112 또는 119에 신고하여 신속한 조치를 취합니다.
* 신체적 학대가 지속적으로 이루어졌거나 상처가 심각한 경우, 생명이 위급한 경우, 노인의 연령과 건강상태, 학대의 지속성 정도에 따라 위험하다고 판단되는 경우
4. 노인학대 가능성이 있는 사례를 지속적으로 관리하고 모니터링하여 학대가 발생하였을 때, 노인보호전문기관과 협력하여 공동대처해야 합니다.
☞ 신고의무자는 노인학대를 발견하면 반드시 신고를 해야 하고 만약, 노인학대를 알고도 신고하지 않으면 500만원 이하의 과태료를 부과받습니다. 다만, 사회복지시설에서 노인을 직접 대면하는 업무에 복무하는 사회복무요원은 제외합니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=3&cciNo=1&cnpClsNo=1
97,복지,405,노인학대,5891,노인학대 신고 방법,노인학대는 누가 어떻게 신고할 수 있나요?,"「노인복지법」상 누구든지 노인학대를 알게 된 때에는 노인보호전문기관 또는 수사기관에 신고할 수 있습니다. 노인학대를 발견했을 때는 바로 노인보호전문기관(☎ 1577-1389), 수사기관(☎112) 및 정부민원안내콜센터(☎110)로 신고하거나 노인학대 신고앱(나비새김)을 통해 신고할 수 있습니다.
◇
노인학대 신고방법
☞ 노인학대 신고는 국번없이 노인보호전문기관(☎1577-1389), 경찰서(☎112) 및 정부민원안내콜센터(☎110)으로 신고하거나, 전화로 신고하기 부담스러운 경우 노인학대 신고앱[“나비새김(노인지킴이)”]을 통해서도 학대발생 장소, 학대발생 기간, 신고 내용(500자 이내) 및 증거 자료 등을 첨부해 노인학대 신고를 할 수 있습니다.
☞ 학대행위자로 의심되는 사람의 주요 정보, 노인의 학대상황 등 학대와 관련한 정보를 구두 또는 문서로 전달 가능합니다. 노인이나 학대행위자 정보 파악이 어려운 상황이라도 신고는 가능합니다.
◇
신고인의 신분보장
☞ 신고인의 신분은 보장되어야 하며 그 의사에 반하여 신분이 노출되어서는 아니 되며, 신고인의 신분 보호 및 신원 노출 금지 의무를 위반한 사람은 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해집니다.
◇
비밀누설의 금지
☞ 학대노인의 보호와 관련된 업무에 종사하였거나 종사하는 자는 그 직무상 알게 된 비밀을 누설하지 못하며, 직무상 알게 된 비밀을 누설한 사람은 3년 이하의 징역 또는 3천만원 이하의 벌금에 처해집니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1660&ccfNo=3&cciNo=1&cnpClsNo=1
97,복지,486,가족 간병(돌봄),6598,가족돌봄 등을 위한 근로시간 단축,가족을 돌보기 위해 근무시간을 줄일 수 있는 제도가 있나요?,"네, 계속 근로한 기간이 6개월 이상인 근로자가 가족 돌봄, 본인 건강, 은퇴 준비, 학업을 위해 기존의 근로시간을 단축할 수 있는
“
가족돌봄 등을 위한 근로시간 단축
”
제도가 있습니다.
◇
“
가족돌봄 등을 위한 근로시간 단축
”
이란
?
☞ 가족 돌봄, 본인 건강, 은퇴 준비, 학업을 위해 기존의 근로시간을 단축하는 제도입니다.
◇
단축 대상
☞ 사업주는 근로자가 다음 중 어느 하나에 해당하는 사유로 근로시간의 단축을 신청하는 경우에 이를 허용해야 합니다.
1. 근로자가 가족의 질병, 사고, 노령으로 인하여 그 가족을 돌보기 위한 경우
2. 근로자 자신의 질병이나 사고로 인한 부상 등의 사유로 자신의 건강을 돌보기 위한 경우
3. 55세 이상의 근로자가 은퇴를 준비하기 위한 경우
4. 근로자의 학업을 위한 경우
◇
단축 후 근로시간
☞ 사업주가 근로자에게 근로시간 단축을 허용하는 경우 단축 후 근로시간은 주당 15시간 이상이어야 하고 30시간을 넘어서는 안 됩니다.
◇
단축기간
☞ 근로시간 단축의 기간은 1년 이내로 합니다.
· 다만, 위의 1.부터 3.까지의 어느 하나의 사유에 해당하는 근로자는 합리적인 이유가 있는 경우에 추가로 2년의 범위 안에서 1회에 한정하여 기간을 연장할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=2856&ccfNo=1&cciNo=2&cnpClsNo=3
